DreamId,Old DreamId,Title,Date,,Answer,Respondent,Question Title
1917,1535,,22/12/2020,12/22/2020 00:09,"On a high mountain with my brother, need to get back home. Have a hovercraft which we convert  into a makeshift airplane. Fly it out over a forest, jump out, use tree branches to avoid fall. Avoid power lines over forest. On the ground, see a squirrel. Think about whacking it with a Tupperware lid. I instead feed it grain from my hand, but it instead bites my hand causing pain and almost breaking the skin. We see a black family fall into the branches and struggle to get free and climb down.",Bob,last_nights_dream2
1918,671,,23/12/2020,12/23/2020 00:00,"I was with my family and some extended family on my dad’s side. It was dark and we were going to a big football game. I was nervous about it and I wasn’t wearing a mask, but I was covering my face with a white tissue. We were all driving somewhere and then we pulled over to this big dusty parking lot. We were going to get in the shuttles and I got really nervous about going in the shuttle. This big group of kids on tricycles and other things came charging through the parking lot. They were all black kids on tricycles and some other things. It looked like they knew where they were going. The next thing that happened was everybody came down a tube-like thing, like a slide, and one at a time. My nieces came down. Then my sister had a guy there and I didn’t like him. I knew that it wasn’t my ex brother-in-law but he had a similar energy and he was trying to impress the family. I did not like him at all and my sister was nervous about him meeting the family. She took forever to come down on her slide turn. Then we were in this car and I was trying to put these credit card numbers in and take turns with other people I don’t know. We’re in really close quarters trying to get these credit cards to work before we got to the game. Then I was carrying the speaker box and the front of it had lights in a Christmas tree design. Everybody was commenting on how fast it was for the game but I was really nervous about going somewhere in public.",Vera,last_nights_dream1
1919,672,,23/12/2020,12/23/2020 00:01,"I was with one of the attendees, Dr. Donovan, again and she took me dress shopping. We were going to a place where I had gotten a wedding dress before and this was in the dream not in real life. We arrived and this lady was like, “I don’t have time, just try these on and you can buy them.” She started pulling dresses off the shelves and Dr. Donovan was like, “well what size do you think she is?” and she pulled down my top to show her how much bigger I was there when I got married. The lady said, “you don’t have room to put a ball between you and another person so probably a large or an extra large, just go grab them.” So Dr. Donovan and I went to go find large and extra-large off the racks. We got the sequined short dresses - I would not wear them right now in my current body...and we are in this big huge boutique and running around to find everything. They were in all these different colors like pink and they had sparkles on them. When I looked up beyond the store there were other aisles for big box store type stuff, but it looked like we were still inside of this boutique.",Vera,last_nights_dream2
1920,1002,,23/12/2020,12/23/2020 00:02,"I’m in an underground cave. There is a crevice through the floor of the cave. A stream of water is flowing through this narrow crevice. A little white sparkly opalescent being is floating in the current and swimming down the stream, with its head bobbing up every now and again. It’s flowing out of the cave and re-entering the world. It’s night.",Ana,last_nights_dream
1921,1275,,23/12/2020,12/23/2020 00:03,"I’m with my partner and his dad. We’re rearranging the furniture. We’re in a neighborhood, not a house. There’s a cul-de-sac in this area. His dad is wanting to make it into an entertainment room. He buys a big futon and sets it up. He’s very childlike in his excitement about this futon. He’s showing it to me and wants to make sure it’s the right size and fits and is not too heavy or too stiff, and it’s comfortable and in the right place in the cul-de-sac. It’s so strange because it goes between being outside and being an actual room. As the dream progresses more and more furniture shows up and the room starts to be enclosed with walls on two sides and then sliding glass doors on the other side. Curtains show up. There’s a couch now and a piano and side tables etched in gold. It’s quite fancy, actually. Josh’s dad is asking me, “Is this how you want this room set up? What do you think about the placement of all the furniture? What about the tv? Is there a better place for everything?” I’m looking at it. They have the tv set up against the sliding glass doors and the curtains are drawn. I’m like, “No, I think there’s a better way than to block these doors with furniture.” I can feel myself standing there contemplating a better arrangement. But they’re so happy with how it is. They’re trying to convince me of why it’s good. I’m like, “Yeah, just leave it, let it be.” Then the dream ends and I’m in a car. We’re driving around this same cul-de-sac and trying to figure out how to get back to that room. His dad is like, “I think if we take this way, we’ll end up where we want to be.” I can see that there’s this gate in between that cul-de-sac and where we want to be. If we go right, it takes us up a hill and I keep going like, “I don’t think this will get us where we want to go.” It’s very interesting, I just know that even though we can see that cul-de-sac and I can actually see the futon he bought, we can’t get to it in the car we’re in. we do have to drive up and around. I’m not sure. There’s this weird sense that we get there in the car but I’m not sure why.",Rose,last_nights_dream
1922,1509,,23/12/2020,12/23/2020 00:04,"“Decorating” I’m back in the house at W Square. My brother and my niece have come to visit. They’ve brought some things with them. Everything they bring has to hang from the ceiling. There’s a swing and a light fixture. My brother has brought so many things for the kitchen that he has built another cabinet that goes where the stove used to be. Now I don’t seem to have a stove anymore because there are cupboards there now. My niece’s dishes are in there and there are internal racks so the plates stack on their ends. I look to see what’s in there and the plates are plastic and made of ivy so they don’t hold anything. I question why these are so important that they need their own space. My niece replies that she likes how they look. I would rather have had my stove. I’m saying this out loud and asking my brother his plan for the stove and where he’s going to put that. He’s busy putting the new light fixture up on the ceiling. It’s about four feet long by one foot wide. There are three wire cages that have round discs on them. The last one is a really long dunce hat shaped cone and it’s just a bare bulb. It’s really, really bright. He’s installing it and he’s busy with his tools. I go out into the hallway. I’m putting up the swing in the living room archway. I’ve got a hook for it. I insert the hook into the stucco of the ceiling and I’m turning it around and around and around until I feel it grab. There’s not much hook left and I’m skeptical that it’s going to be able to hold any weight once the swing hangs from it. I hang the swing from it anyway with the intention to ask my brother once he’s done with the kitchen to come take a look and see if he concurs with my conclusion. While that time is passing, I’ve got two great big vases that they’ve brought and some flowers. I put one on the table that’s just inside the hall and another on a long skinny table in the hallway just before the living room. I arrange the flowers in it. I’m standing back and admiring; I like how these flowers look in the two vases. They make a nice diagonal line of flowers when you open the front door. In fact, they arrange in perspective, one behind the other so it looks like there’s one giant bouquet of flowers. I think this perspective is interesting. While I’m kind of lost in that perspective, my niece sits on the swing and is swinging on it. I notice that the hook is separating from the ceiling just as I suspected. I say, “Stop swinging!” and I grab the swing because I know one more swing would have taken the whole thing right out and some of the ceiling would have come out with it. I’ve caught it in time and she gets out of the swing. I take it off the hook and get some glue and some of the material that the ceiling is made out of and I put the glue around the hook. I’m sticking the material with the hook to the stucco ceiling and am repairing the hole. I have this idea as I’m screwing it back in that now it’s a permanent fixture and I didn’t know that they were going to stay forever and now I’ve made this swing forever. It’s done now. I go back into the kitchen and we’re setting up for somegames. My brother has made this big chart and they’ve gone out to get food. I’m in the kitchen by myself and looking at what he’s done and figuring out what everything is for. I still wonder at the practicality of taking up so much space for these plastic plate ivy underlays. I notice that I’m squinting because the light from the ceiling without a shade over that long cone shaped bulb is so bright. My niece comes in and says, “Oh look, this is supposed to go over the light.” It’s this beautiful cone shaped Tiffany lampshade. I put it over the light bulb. It not only makes the light comfortable, but it’s really pretty. I notice as I screw it over the light that you push it in so it accordion-pleats over itself, so now it’s no longer this long dunce cap shaped thing, it’s flush with the other two round plates on the ceiling. I’m relieved about this. My brother has returned with some games. He’s got a piece of bristle board that he’s going to use as a chart to keep track of the scores. He says, “Look what I’ve done. I’ve put your son right across from you on the chart and your daughter on the Y-axis and your daughter across from you on the X-axis. Here’s the point where you are and I’ve made it just a heart.",Freya Co'LM,last_nights_dream
1923,47,,24/12/2020,12/24/2020 00:00,"I was in COP but I didn't get to greet them but I ran away, Eng. OmS saw me and went to look for me to give me a ride but we had to put on the masks, because I'm already so traumatized that the masks appear in my dreams. I told him that I was finishing my internship in a nearby place that is dedicated to the installation of large mechanical and electrical equipment. And I had forgotten to pick something up there so he waited for me in his car while I went to pick up things. The place was a combination between Santiago and Panama, like Plaza Palermo with another place.",Rosa,Last Night's Dream
1924,1276,,24/12/2020,12/24/2020 00:01,"I’m with Josh in a house. I’m in a living room that looks 70’s-ish with wood paneled walls. We’re babysitting or watching some younger kids, maybe. It feels more like we’re hanging out but these girls show up who are looking for a party and knew he was there and wanted to find him. I’m like, “Whatever, I don’t know what y’all want but you need to move along.” Most of them leave, but this one girl won’t. She’s young, maybe 17 or 20. She is coming on so hard to Josh and I’m like, “What are you doing?” I’m not jealous because we have an open relationship, but I’m like, “Girlfriend, what are you doing? You need to know what you’re looking for and asking for.” She says to Josh, “Can you fuck me?” He’s like, “No.” But she won’t stop. He’s like, “Okay, if that’s what you want.” At this point, she’s taken all her clothes off and doing the most to seduce him. They get down right here in the living room. I’m kind of watching but also on my way into the bathroom, so i’m seeing this out of the corner of my eye. He goes to put his dick in her and she starts screaming because his dick is too big for her, she’s small. She’s screaming, “Give it to me, daddy,” but also screaming in pain. I’m like, “Uh, nope, this isn’t okay.” He’s like, “Do you want this or not? What is going on? Make up your fucking mind. Nope. Uh uh.” I’m over here going, “She’s in the wrong. He’s in the wrong. This whole situation is fucked up. None of this should be happening at all.” The scene shifts and I don’t know what happens to the girl. Josh and I are together again and hanging out with some friends we’ve played with in the kink scene before. We’re at dinner and all coupled with their other person. There’s a sense that Josh is trying to make sure all my needs are met and I’m just being bitchy and making it kind of impossible. I’m watching the other couples and seeing how they’re interacting. Eventually he’s like, “Which seat do you want to sit in at the table?” I’m totally bitchy but finally sit down next to him. I’m ornery as fuck for this whole dinner and basically being a total brat. Internally I’m having this struggle because outwardly I’m being a total bitch, but inwardly I’m like, “Can you please just love me love me love? Please just see through this bullshit and just love me.” I’m acting this way in front of everybody and it’s so out of character for me. Then the dream shifts. I’m with Josh and our friends. There’s another woman who's dressed as a cop and has all these puppies. She’s like, “I have these puppies. You guys have got to take the puppies.” Me and our other friends are like, “Puppies, yay!” Some of the other friends are like, “I want to see the puppies.” I ask, “What type of puppies are they?” She says, “Mom is a dachshund and also a sheepdog. Dad is a pitbull.” These puppies are interesting looking and all dark grey like pitbulls. They’re cute. When you line them all up, some of them look like dad with bigger heads and jaws; some of them take after mom with longer bodies; some of them have super long ears; some of them are much smaller than others. For some reason they’re being kept in the freezer drawer. My alarm bells start to go off. Josh and the others are looking at the puppies. I’m like, “Take the fucking puppies out of the freezer! You’re going to kill them all.” I grab all the puppies. Mom is in the freezer, too, and I grab her out. I have no idea where this freezer shows up from because we’re outside and the puppies were in a box in someone’s truck then they were in the freezer. I pull them all out and am like, “I don’t want any of these puppies. I don’t want a dog or the responsibility. Yes, they’re cute, but I don’t like dachshunds.” But someone needs to take care of these puppies. Josh is like, “I want them all!” He’s very childlike in this. I’m looking at him and am like, “There’s no way! We don’t have time. That’s a commitment. No. I don’t want these puppies.” But I also don’t want them to freeze so we have the puppies. The dream shifts again. The woman who brought the puppies is now on a fucking rampage! She’s trying to kill people. I am now observing. There are multiple families and multiple homes who are afraid of her and they’re trying to make sure she doesn’t kill them. She’s got booby traps in houses and she’s super stealthy and trained in killing. I think she’s a cop because she’s still wearing this cop uniform. I’m watching Josh and other people protect these families. It’s really hard because she has booby traps and she’s really good at the killing piece. It’s all different kinds of families: moms and dads with kids as well as just couples. They all live in one neighborhood. She’s making the rounds. The dream shifts again. I’m going shopping for velvet clothes. I want a velvet jacket and velvet pants and a velvet dress shirt and a velvet dress. I think Josh is around. I’m in a dressing room trying the clothes on.",Rose,last_nights_dream
1925,1510,,24/12/2020,12/24/2020 00:02,"“The Firefighter” I have a new puppy. I’ve put him on a towel beside my bed. I’ve just set my teacup down on my bedside table and I’m debating whether or not to take him out one more time before I go to sleep. He’s not housebroken yet. I know I’ve just taken him out so I think I have a couple of hours to sleep and I’m really tired. I close my eyes and go to sleep. I wake up abruptly, something startled me, a noise. In that startle, my arm shoots out and knocks the teacup off the bedside table. It falls to the floor and smashes. I pick the pulley up from the towel and wiggle my feet into my shoes. I walk out of the bedroom, up about five stairs and outside. It’s still the middle of the night, though. I set the puppy down in the grass. He snuffles around a little bit and I hear him peeing. We walk a little farther so he can poop. I think that he does so we go back in the house after spending a little time outside. I put him back on the towel, take my shoes off and get into bed. Then I look down and there’s poop on the towel. I think, “Oh no, I didn’t stay out long enough, I thought he pooped.’ I get another small piece of towel and pick the poops up. I walk across the hall and flush them down the toilet. I pick up the two towels and am looking around for something to put them in. I notice I have a dog crate in the corner but it doesn’t have a tray in the bottom. I wonder if you can buy those separately. I’m trying to find another towel, a clean towel for the puppy to lie on. Then some people that I know from yoga start to file into the room. The room turns into a gym. I still have the puppy. People are wanting a yoga class now. They see the puppy and start talking about him instead. They ask me what kind he is and such questions. There’s a commotion at the side of the room and I see two firefighters. They’re both dressed in the fireproof coveralls and one of them has an axe. I wonder if there’s a fire going on and if we should be vacating the room. I pick up the puppy again, put him under my arm, and approach the two firefighters. One of them looks familiar and I feel like I know him from somewhere. They say there is a gas leak. The one that I think I know says I should come with him while he shows me the sight of the leak. We climb up a ladder, the kind you’d see in a submarine that goes straight up. There’s a small opening that also goes straight up. I give the puppy to my friend and climb up the ladder following the firefighter. When we get to the top, it’s like the landing on the upstairs part of my house. There’s a big wheel, like the kind in a submarine that you turn. It’s like a waterproof lock over doorways. He sits down beside it and says, “That’s where the leak is; it’s down there.” He indicates the other firefighter and says, “He went down to shut it off earlier but he left something down there and it could still be open, so he needs to go back down and turn it off.” He turns the big wheel, takes the hatch lid off so it’s open, and the other firefighter slowly descends down the stairs. We know it’s going to take a while. For some reason I think it’s about half an hour. The guy I know is now sitting and anxious and he keeps taking his hand to the side of his neck. We need to sit here and wait because we have to open the hatch back up. There’s also the possibility that it might explode. It is quite nerve racking. I ask the guy I know if he wants me to do a little thai massage on his neck. He says, “Oh yes, that would be great. Just a minute.” I can’t remember if he says he needs to wash his face or wash his face and hands. I wait. I go in the bathroom and also wash my face and hands. I wonder if I should brush my teeth but I don’t. He comes back down. He takes a lot longer than I think. It feels like it’s maybe twenty minutes and I’m thinking we don’t have much time left before we have to open the hatch up again. He does come back up though and sits down. I do the neck sequence and the back of the shoulder sequence - just the seated sequence - and then the time is up. I sit across from him again at the hatch. He looks at me. I guess it’s the thai massage afterglow and he says, “I’ve never seen you like this before.” He’s gazing at me with this look that is open and maybe unconditional love.",Freya Co'LM,last_nights_dream
1926,1532,,24/12/2020,12/24/2020 00:03,"Teacher in school or maybe only volunteering. Finding black kid about 8 to mentor. Almost entered girls restroom, embarrassed. Found kid, taught, played sports, basketball.",Bob,last_nights_dream2
1927,48,,25/12/2020,12/25/2020 00:00,"The house flooded and fell like hail but on the roof, then a turtle would climb up the side so that the water would not carry it away because the creek was widening, there was a lot of water everywhere and I was asleep, I got up and went down to see but I no longer knew whether to go up because I wanted to recover my electronic equipment but it seemed that the thing was serious, so that it would not flood above they put cardboard with teipe on the side above, a very rare thing, and there was the turtle between submerged and outside.",Rosa,Last Night's Dream
1928,673,,25/12/2020,12/25/2020 00:01,"Airbnb. Conference. A short fat white trans woman with a beehive wig tried to take my cab then shared with a shorter round man with brown hair, khaki suit. He hailed the same time for the taxi that I was taking to the next hotel. I could’ve walked but was in pain. It felt like was picking up on dreams that were not mine",Vera,last_nights_dream
1929,1003,,25/12/2020,12/25/2020 00:02,"I look down and there’s an abscess on the inside of my left upper thigh. Every now and again it sprays this fine mist, almost like hand sanitizer. It disgusts me. I’m disgusted that this is my own body.",Ana,last_nights_dream1
1930,1004,,25/12/2020,12/25/2020 00:03,"I’m driving down on a mountain road. There are alpacas sitting on the side and people have set up camps in the forests. I’m looking for a place to hunker down for the night. I drive all the way to the top and then back down. I stop near a sweet family of alpacas, or maybe they’re llamas because they’re bigger. The mama llama has her babies tucked in close to her body. As I’m admiring them, somebody comes down after me. They’re yelling at me and accusing me of killing the alpacas up higher on the road. Someone says, “No, she loves alpacas.” I’m bewildered because I’m brand new to this place and I’ve never seen these people. Jules comes down and says I can stay in the loft. I go into this cute wooden cottage. There’s a bed and I can tell people come and go from this place a lot. It’s a spot for travelers and friends. I settle in a little then go back down to join the others.",Ana,last_nights_dream2
1931,674,,26/12/2020,12/26/2020 00:00,"I was in an anteroom of sorts getting ready to see Ram Dass. An attendant sat with me and I washed and we sat. Then I went to a room and he was in a bed with only his head propped up. The bed was a four-poster and the headboard was like a gold metal shell behind him. I sat down on the floor and he asked about playing a card game. I didn’t like it - was short and long at the same time. Other fragments: dark New York City passages from target and apartment buildings to each other running from police. A foursome in a bathroom in a public place, but it was like a regular bathroom. Big boxes. A drive through. Rory’s dad was in a bathroom and we had to take a picture with him like Santa and it was the worst and there was all kinds of family history.",Vera,last_nights_dream
1932,1005,,26/12/2020,12/26/2020 00:01,"I wake up in a big bed. There’s another person on the other side of the bed. We both passed out. She has been taken with me. This man takes two women at a time and violates them each. Somehow, every time we fall asleep and we don’t wake up until he’s gone. We have to escape the house and figure out how to get back home.",Ana,last_nights_dream
1933,1277,,26/12/2020,12/26/2020 00:02,"The feelings in these dreams were kind of strange. I’m not entirely sure what I was doing in any of them. I’m standing on a bridge with some other people. This bridge was at least two-hundred feet up from the water, really high up. It was a paved road so cards could go over it. There’s a huge gathering of people, so many, and I’m seeing them in the water. I have to look through a pair of binoculars to see them because they’re that far away. I’m trying to take a picture and am zooming in a lot to try and see everyone. Some of the people are waiting for me to jump in. I'm like, “No you’re crazy, that’s way too much of a distance, that will kill me.” I do not know what happens after I try to take the picture, but I’m struggling to take it and refusing to jump in the water. Then dream happens. Then there’s another scene. I’m in a house that’s quite cute, like a studio house. The bedroom, living room, kitchen are all one area. It’s in Portland area. I think it's late summer because there are green leaves on the trees and they are just starting to turn and it’s warm. I’m standing in that house. The cabinets in the kitchen are painted white and it’s very bright and cheery, very airy, too. I don’t know who I’m with, they’re my partner though. I go out onto the porch and there’s a bunch of kids sitting on the porch. The kids have helmets on, like they’ve been riding their bikes or skateboards. I’m showing them how to do something, but I don’t know what it is. They’re playing video games and maybe they’re showing me how to play or I’m showing them. I don’t know why we’re playing video games because it’s a gorgeous day and I want for us to just be out.",Rose,last_nights_dream
1934,1528,,26/12/2020,12/26/2020 00:03,"I was at home by myself at my parents house. I needed something to eat so I walked over to Mrs. Agnes' house and took some frozen chicken from the freezer in her back porch. A few minutes after I had returned, an elderly gentleman who looked like Scrimgeor from Harry Potter knocked on our back door. I answered and he wanted to know if any thieves had been in the area. I thought this was quite the coincidence. I explained that I had just taken 2lb of chicken but only because I had previously taken the other 2lbs and had or would pay for it. He accepted my answer and ledt.  Later when my parents were home, a police officer was outside speaking with our neighbors. I was immediately suspicious and thought about going to get a gun in case he tried to shoot and kill all of us.",Bob,last_nights_dream2
1935,1529,,26/12/2020,12/26/2020 00:04,"My family and I were going tubing. We were on a road which ended directly over the water. We floated in the water for a bit in tubes, but got out. I remembered that in the past we had done some form of river gliding where we were able to hover over the water. I spoke with Carson about a specific slot in the river where I had had difficulty but where he had been fine.   There was a long bus with open back parked up against the end of the road. I wondered if people took there gliders and used the interior of the bus as a runway. Normally though I knew one needed more speed to launch than one could get running.",Bob,last_nights_dream2
1936,1530,,26/12/2020,12/26/2020 00:05,"I was at Daniel's apartment and he was out. Only his pet rabbit was there. It was a vicious little beast, like our rabbit, and it was trying to get me. The room was a complete mess with clothing and junk strewn throughout. There was a bunk bed which I jumped on top of to get away from the rabbit. The rabbit climbed up the wooden bedpost and I repeatedly hit it trying to knock it back down to the floor. When I hit it, it would try to bite me.",Bob,last_nights_dream2
1937,1531,,26/12/2020,12/26/2020 00:06,Walking down town with dad at night in my hometown.,Bob,last_nights_dream2
1938,675,,27/12/2020,12/27/2020 00:00,I was with a group of women and we were all talking about things we wish we had done in high school and things we were still fighting or sad about from our past. We’re sitting on top of a hill with fighting rams and jackals. It was dark. We had to fight the jackal before we could fight the ram. It was violent and intense. Someone told us to do it and it was compromised. I said I wish I had had more fun doing kid stuff and just being a kid. Then Karymbu from “Queer Eye” was there and he was going for the Ram. It was dark and all on a hill and like a tv show broadcast.,Vera,last_nights_dream1
1939,676,,27/12/2020,12/27/2020 00:01,I was walking along a main street where everything was fucked up from water damage and my friend Emily had a shop that I didn’t know she had until then and it was ruined but it was like a paper shop and she needed to place these big bottles in front of the machines.,Vera,last_nights_dream2
1940,1278,,27/12/2020,12/27/2020 00:02,"I am with Josh, my partner. I’m standing in the kitchen next to the sink. There’s a concrete floor. I’ve made a salad for both of us. Things are a little strained between us. I ask him if he wants to dress the salad. He goes to get the olive oil and he spills it everywhere on the floor. I’m extremely annoyed and upset about this. My reaction does not make sense for the mistake he made. He can see I’m made. I’m just like, “Clean it up.” He goes outside to get a hose. I’m like, “What the fuck is he doing? Get a rag to clean this up.” Somehow the oil is spreading. I watch him go outside. I can see a fig tree through the window. The window is the kind we have in Hawaii with the old panes of glass. There are all these huge gorgeous yummy figs on the tree and I’m like, “Oh my god, I want to go pick those figs.” He’s out there getting the hose but he’s fucking around. Meanwhile the oil keeps spreading more and more. I don’t want to go out because I’d step in the oil and spread it some more. I can see there are chickens out there and the chickens keep trying to eat the figs. I yell at him through the window: “Pick the figs!” He goes to pick them but he doesn’t have a basket to put them in. The chickens keep going after him. He’s still messing with the hose. Then he turns into my dad. He’s a bumbling idiot out there and I’m super frustrated with the whole thing. I leave the kitchen and all of a sudden I’m in a grocery store co-op. There are a ton of plants. Josh, who has turned into my dad, has the hose now and is trying to come into the house with it to clean up the oil and water the plants. I’m watching him walk through the kitchen into this back room that’s a co-op. In this backroom are tons of starts. He goes to water them, but he has the hose on super high pressure and he’s obliterating all the seedlings. I’m like, “What the fuck are you doing? Where’s your common sense?” I’m so irate. At this point I just ignore him and the whole thing. I go into my room, but I don’t want it to be my room because it’s a smaller room. My sister is there but it’s not actually my sister, it’s another little girl who is my sister in this dream. She’s talking non-stop and I just want some space. I’m especially annoyed because she has the bigger bedroom and I’m like, “Why do I have this little one?” She has this little piece of paper with a calendar on it. The calendar has been pulled out of a magazine and the magazine is the flyer or coupon book for the co-op. I don’t even know if the dates are right on the calendar, I think it’s last year. She’s pinned the calendar on the wall for me and I think that’s useful. But then I look at the dates and see that it’s not useful. She’s pinned it over the one window in my bedroom. I’m like, “Why have you pinned it over the window?” I go to pull it off and it has just regular blinds over the window. She goes, “Because it stares into my room.” I’m like, “What?!” Sure enough, I go and look and all I can see is her bedroom. I’m like, “Oh yeah, let’s put curtains over that.” She goes to put a curtain over it and the curtain is the same color as the walls. The walls are a very light bright bluish green. I’m hating all of it. I don’t like this wall color, I don’t like this curtain and the curtain doesn’t , I don’t like the size of this room and I don’t like that she’s in here. This is not what I would choose for my space at all. Why the hell am I here? My mom comes in and is trying to smooth things over. I go outside. She follows me outside. We go outside because there is a gorgeous sunset happening and I want to catch the sunset. But I didn’t bring my phone or camera. I tell my little sister to grab my phone. I’m in my twenties or thirties and she’s six or seven. She takes her fucking time but by the time she comes back the sunset is gone. It was a beautiful glorious sunset. I try to pick a few of the figs for myself. Now I look up and in the night sky and I can see the Earth and Jupiter and Saturn making this cluster in the sky. I start taking pictures. I can see the continents, clouds and oceans of the Earth from where I’m standing, which I thought was earth, but apparently it’s not. Then to see Saturn and Jupiter, I think, “Well of course I can see them close together, it was the Great Conjunction.” All of a sudden Earth becomes a meteor and Jupiter and Saturn go with it. They start to burn up like when a meteor goes through Earth’s atmosphere. I’m panicking. I’m in the yard with the kids. I’m looking down and can see buildings like in a city. These two kids are Indian from India. They start to laugh as the Earth travels through the atmosphere and starts burning up. I’m horrified but they’re laughing like it’s the greatest prank in the world. Then I realize that it’s a ball and they somehow managed with magic to make it look like Earth and Jupiter and Saturn. It is going to burn up as it comes through the atmosphere and it will land and make an explosion, but it’s a ball because it stays the same size. They’re laughing hysterically because they’ve just pulled off this prank. I’m horrified because this entire dream I’ve just had this sense of where am I, why am I here, what am I doing...I’m trying to find bits of beauty, but I miss the sunset. I do see Earth, Jupiter and Saturn, but they seem to be fake. I go back into the co-op and the manager of the co-op is there now. The co-op is filled out now. I see grocery store shelves stocked with fruits and vegetables, and aisles with alternative flowers. The co-op manager is trying to hire people. He gets on the PA to talk about the benefits of working at the co-op. He says something like, “You have at least one weekend day off.” I’m looking at him like, “No way! I would never work there.” I’m kind of laughing because he’s awkward on the PA system. But it does sound terrible the way he described it. The dream ends with me looking at him with a puzzled look on my face. My mom, dad and sister have all disappeared from the dream. There’s one other co-op employee hanging around and rolling his eyes as he hears the manager talk.",Rose,last_nights_dream
1941,1525,,27/12/2020,12/27/2020 00:03,I was at work in a version of the old office. I was answering some silly question on our Slack. Damon was backing me up in my explanation. Then a bug came up that I had to fix. It was something trivial that I had done wrong.,Bob,last_nights_dream2
1942,1526,,27/12/2020,12/27/2020 00:04,I was in a forest in Autumn with my mom and dad who were both looking for cats to do away with. This part of the forest was filled with stray cats. We passed a white shed and sad spoke about how they had trapped cats by chasing them up into trees. But these cats were smarter and remained silent after hiding. I followed to make sure no cats were killed. They tried approaching a white cat but I made sure it got away.,Bob,last_nights_dream2
1943,1527,,27/12/2020,12/27/2020 00:05,"A group of people and I had been captured and found ourselves in a dark facility. It was large with a walkway extending around a square center. What was in the middle, I am not sure. It felt like we were under ground. There were various items lying around and I found a guitar. It was a classical one with strings that were inset into the neck instead of being more exposed. I sat down next to someone, maybe D. L. or Harold. I played a few chords with difficulty, then realized that I needed to strum it. It sounded like something from a Spanish song. I plucked a bit, which seemed to be the intended method and created a few very nice progressions.   The whole time I felt as if I were the leader of the group.",Bob,last_nights_dream2
1944,1279,,28/12/2020,12/28/2020 00:00,"I’m in a house, it’s not mine. I’m with a fabulous gay man who is my friend, but I don’t recognize him from oustide of the dream. There’s this big white fur rug in the middle of the floor. I think maybe this is home. The rug needs to be vacuumed, so I’m trying to vacuum it and make sure I don’t pull any fur out, but the vacuum isn’t working. I think maybe I’ll try to comb the whole thing out, but it’s tedious and taking a very long time. I try to come up with another way to clean this large white fur rug. He and I are talking about and while we’re talking, a mutual friend (again not anybody I recognize from real life) comes in. She is straight and has long dark hair. She’s practicing to be a wedding planner. This other woman is here in this room to see her. Me and the gay man are fussing with the rug. The two women are sitting at a table. The one who is learning to be a wedding planner or something is organizing something for the other woman. She has baked twelve different kinds of cake with different flavors and either buttercream frosting or fondant frosting. The cakes are all different colors. Some of them have gold foils, berries and flowers. They’re really gorgeous. Maybe there are twenty of them. There are so many that they don’t even fit on the table. It’s crazy because the woman who is going to be the planner is actually putting the fondant on the cake as she is having the other woman taste it. I want to have some cake and keep going, “Hey is that cake gluten-free or grain-free by any chance? Can I eat it? What’s in the fondant?” I love fondant icing and really want to try some of the cakes. I get a little leftover piece from one of the ones they’ve already tasted. They can’t decide and so far no decision has been made. I get a taste of one and don’t think I want to eat this because I’m pretty sure it’s not gluten-free. I do have a nibble of the fondant and it’s okay but kind of plain. I do end up having a crumb of the cake and it’s burnt. I’m like, “Oh god, all of her cakes are terrible, but they are beautiful.” But they taste like crap. The scene switches. I’m outside and heading to a doctor’s office. I see my friend Beth and her son at the doctor’s office. They’re ahead of me in line. I say hi to them and then am talking to a bunch of younger girls. I don’t know who any of these girls are. I don’t know why we’re at this doctor’s office. This is unusual because I would never go to a Western medicine doctor. But I’m there waiting and trying to talk to Beth who is kind of talking to me, kind of not. This part is a little bit strange because I can’t tell if I’m hiding from her or if she’s hiding from me.",Rose,last_nights_dream
